Rideshare_Company,Order_Date,Customer_Id,Number_Of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Historical_Unit_Price,Pricing_Model,Supply_By_Demand,"Demand_Profile
(34%-66%-MED)"
HWCO,11/16/25,User_REG_164,28,5,Rural,Regular,69,4.49,Morning,Premium,132,$425.49 ,$3.22 ,CONTRACTED,17.86%,HIGH
HWCO,11/16/25,User_SIL_210,38,8,Urban,Silver,78,3.57,Night,Economy,114,$470.27 ,$4.13 ,STANDARD,21.05%,HIGH
HWCO,11/16/25,User_REG_165,25,6,Urban,Regular,69,4.45,Evening,Premium,94,$398.05 ,$4.23 ,STANDARD,24.00%,HIGH
HWCO,11/16/25,User_REG_166,76,23,Rural,Regular,64,3.57,Night,Premium,115,$564.93 ,$4.91 ,STANDARD,30.26%,HIGH
HWCO,11/16/25,User_GLD_149,22,7,Suburban,Gold,73,4.91,Morning,Premium,73,$238.32 ,$3.26 ,CONTRACTED,31.82%,HIGH
HWCO,11/16/25,User_SIL_211,40,5,Rural,Silver,17,4.55,Afternoon,Economy,72,$184.96 ,$2.57 ,CONTRACTED,12.50%,HIGH
HWCO,11/16/25,User_REG_167,89,16,Suburban,Regular,27,4.86,Afternoon,Economy,161,$624.31 ,$3.88 ,STANDARD,17.98%,HIGH
HWCO,11/16/25,User_GLD_310,43,18,Urban,Gold,58,4.22,Evening,Economy,156,$494.75 ,$3.17 ,STANDARD,41.86%,MEDIUM
HWCO,11/16/25,User_REG_318,33,14,Suburban,Regular,87,4.81,Evening,Premium,17,$118.99 ,$7.00 ,STANDARD,42.42%,MEDIUM
HWCO,11/16/25,User_GLD_311,33,23,Urban,Gold,24,4.21,Morning,Premium,11,$91.39 ,$8.31 ,CUSTOM,69.70%,LOW
HWCO,11/17/25,User_SIL_212,31,21,Suburban,Silver,77,4.83,Afternoon,Economy,107,$389.38 ,$3.64 ,STANDARD,67.74%,LOW
HWCO,11/17/25,User_SIL_213,92,45,Rural,Silver,59,4.23,Morning,Premium,121,$574.89 ,$4.75 ,STANDARD,48.91%,MEDIUM
HWCO,11/17/25,User_GLD_150,58,32,Urban,Gold,92,4.59,Afternoon,Premium,111,$517.94 ,$4.67 ,STANDARD,55.17%,MEDIUM
HWCO,11/17/25,User_SIL_214,58,20,Rural,Silver,42,3.51,Evening,Economy,125,$527.18 ,$4.22 ,CUSTOM,34.48%,MEDIUM
HWCO,11/17/25,User_REG_168,36,7,Suburban,Regular,26,4.35,Morning,Economy,59,$201.50 ,$3.42 ,STANDARD,19.44%,HIGH
HWCO,11/17/25,User_REG_169,66,40,Rural,Regular,93,4.86,Evening,Economy,153,$627.02 ,$4.10 ,STANDARD,60.61%,MEDIUM
HWCO,11/17/25,User_REG_170,76,54,Urban,Regular,58,4.05,Evening,Economy,74,$218.63 ,$2.95 ,STANDARD,71.05%,LOW
HWCO,11/17/25,User_GLD_151,55,23,Urban,Gold,46,4.58,Afternoon,Premium,150,$654.68 ,$4.36 ,STANDARD,41.82%,MEDIUM
HWCO,11/17/25,User_REG_171,21,8,Urban,Regular,57,4.78,Night,Premium,84,$293.56 ,$3.49 ,CONTRACTED,38.10%,MEDIUM
HWCO,11/17/25,User_GLD_152,61,45,Rural,Gold,42,4.25,Afternoon,Economy,102,$421.99 ,$4.14 ,STANDARD,73.77%,LOW
HWCO,11/17/25,User_REG_172,72,62,Suburban,Regular,48,3.82,Evening,Economy,126,$553.74 ,$4.39 ,CUSTOM,86.11%,LOW
HWCO,11/17/25,User_GLD_153,65,18,Rural,Gold,65,4.01,Morning,Economy,111,$330.62 ,$2.98 ,STANDARD,27.69%,HIGH
HWCO,11/17/25,User_SIL_215,20,8,Rural,Silver,27,4.99,Morning,Economy,83,$261.45 ,$3.15 ,STANDARD,40.00%,MEDIUM
HWCO,11/17/25,User_SIL_216,22,7,Suburban,Silver,16,4.1,Night,Economy,147,$520.06 ,$3.54 ,STANDARD,31.82%,HIGH
HWCO,11/17/25,User_GLD_154,72,49,Suburban,Gold,15,4.34,Night,Premium,19,$117.63 ,$6.19 ,STANDARD,68.06%,LOW
HWCO,11/17/25,User_REG_173,42,30,Urban,Regular,26,4.79,Afternoon,Economy,138,$493.01 ,$3.57 ,STANDARD,71.43%,LOW
HWCO,11/17/25,User_REG_174,100,54,Suburban,Regular,91,4.59,Night,Premium,61,$203.11 ,$3.33 ,CONTRACTED,54.00%,MEDIUM
HWCO,11/17/25,User_SIL_217,87,32,Suburban,Silver,38,4.76,Afternoon,Economy,114,$421.78 ,$3.70 ,STANDARD,36.78%,MEDIUM
HWCO,11/17/25,User_GLD_155,36,8,Urban,Gold,47,4.07,Afternoon,Economy,77,$305.01 ,$3.96 ,STANDARD,22.22%,HIGH
HWCO,11/17/25,User_SIL_218,70,38,Urban,Silver,99,4.19,Morning,Economy,76,$317.77 ,$4.18 ,STANDARD,54.29%,MEDIUM
HWCO,11/17/25,User_GLD_156,41,7,Urban,Gold,4,4.15,Night,Economy,83,$364.91 ,$4.40 ,CUSTOM,17.07%,HIGH
HWCO,11/17/25,User_GLD_157,59,40,Rural,Gold,64,4.72,Night,Economy,157,$398.32 ,$2.54 ,CONTRACTED,67.80%,LOW
HWCO,11/17/25,User_REG_175,33,14,Urban,Regular,38,4.89,Morning,Economy,127,$461.31 ,$3.63 ,STANDARD,42.42%,MEDIUM
HWCO,11/17/25,User_SIL_219,70,26,Urban,Silver,15,3.67,Night,Premium,70,$358.23 ,$5.12 ,STANDARD,37.14%,MEDIUM
HWCO,11/17/25,User_REG_176,45,7,Rural,Regular,87,4.35,Evening,Economy,74,$224.31 ,$3.03 ,STANDARD,15.56%,HIGH
HWCO,11/17/25,User_REG_177,98,71,Suburban,Regular,83,4.55,Morning,Economy,139,$558.38 ,$4.02 ,STANDARD,72.45%,LOW
HWCO,11/17/25,User_GLD_158,75,63,Urban,Gold,42,4.55,Evening,Premium,138,$660.44 ,$4.79 ,STANDARD,84.00%,LOW
HWCO,11/17/25,User_GLD_159,100,34,Rural,Gold,33,4.75,Night,Economy,156,$537.45 ,$3.45 ,STANDARD,34.00%,MEDIUM
HWCO,11/17/25,User_SIL_220,76,23,Urban,Silver,53,3.94,Evening,Economy,117,$480.10 ,$4.10 ,STANDARD,30.26%,HIGH
HWCO,11/17/25,User_SIL_221,32,12,Urban,Silver,69,3.68,Morning,Economy,55,$162.28 ,$2.95 ,STANDARD,37.50%,MEDIUM
HWCO,11/17/25,User_GLD_160,35,23,Suburban,Gold,58,3.78,Afternoon,Economy,164,$638.04 ,$3.89 ,STANDARD,65.71%,MEDIUM
HWCO,11/17/25,User_GLD_161,30,16,Suburban,Gold,89,3.63,Afternoon,Economy,142,$420.11 ,$2.96 ,STANDARD,53.33%,MEDIUM
HWCO,11/17/25,User_REG_178,75,56,Urban,Regular,66,3.69,Evening,Premium,22,$124.49 ,$5.66 ,STANDARD,74.67%,LOW
HWCO,11/18/25,User_REG_179,25,6,Rural,Regular,23,3.95,Morning,Premium,55,$235.28 ,$4.28 ,STANDARD,24.00%,HIGH
HWCO,11/18/25,User_GLD_162,88,16,Suburban,Gold,26,4.18,Morning,Economy,32,$127.33 ,$3.98 ,STANDARD,18.18%,HIGH
HWCO,11/18/25,User_SIL_222,43,26,Rural,Silver,69,4.9,Evening,Economy,107,$391.03 ,$3.65 ,STANDARD,60.47%,MEDIUM
HWCO,11/18/25,User_SIL_223,39,20,Rural,Silver,97,4.25,Morning,Economy,121,$319.54 ,$2.64 ,CONTRACTED,51.28%,MEDIUM
HWCO,11/18/25,User_GLD_163,77,63,Suburban,Gold,72,4.56,Morning,Economy,113,$380.29 ,$3.37 ,STANDARD,81.82%,LOW
HWCO,11/18/25,User_SIL_224,41,14,Suburban,Silver,59,4.72,Morning,Premium,49,$179.62 ,$3.67 ,CONTRACTED,34.15%,MEDIUM
HWCO,11/18/25,User_SIL_225,51,20,Rural,Silver,97,4.8,Morning,Economy,130,$452.11 ,$3.48 ,STANDARD,39.22%,MEDIUM
HWCO,11/18/25,User_GLD_164,30,10,Suburban,Gold,86,4.95,Evening,Economy,149,$565.67 ,$3.80 ,STANDARD,33.33%,HIGH
HWCO,11/18/25,User_GLD_165,29,8,Urban,Gold,52,4.68,Afternoon,Premium,121,$402.16 ,$3.32 ,CONTRACTED,27.59%,HIGH
HWCO,11/18/25,User_GLD_166,21,5,Rural,Gold,8,4.44,Afternoon,Premium,159,$689.84 ,$4.34 ,STANDARD,23.81%,HIGH
HWCO,11/18/25,User_REG_180,50,15,Suburban,Regular,62,4.51,Night,Economy,83,$307.65 ,$3.71 ,STANDARD,30.00%,HIGH
HWCO,11/18/25,User_GLD_167,61,42,Rural,Gold,11,3.72,Night,Economy,52,$186.53 ,$3.59 ,STANDARD,68.85%,LOW
HWCO,11/18/25,User_SIL_226,67,5,Suburban,Silver,81,4.53,Morning,Premium,14,$91.07 ,$6.50 ,STANDARD,7.46%,HIGH
HWCO,11/18/25,User_REG_181,73,22,Suburban,Regular,26,4.99,Night,Economy,33,$143.85 ,$4.36 ,CUSTOM,30.14%,HIGH
HWCO,11/18/25,User_GLD_168,35,18,Urban,Gold,27,3.82,Morning,Economy,158,$553.84 ,$3.51 ,STANDARD,51.43%,MEDIUM
HWCO,11/18/25,User_SIL_227,96,58,Urban,Silver,25,3.61,Morning,Economy,85,$336.57 ,$3.96 ,STANDARD,60.42%,MEDIUM
HWCO,11/18/25,User_GLD_169,38,28,Urban,Gold,8,4.83,Morning,Economy,29,$95.02 ,$3.28 ,STANDARD,73.68%,LOW
HWCO,11/18/25,User_GLD_170,75,28,Urban,Gold,6,4.02,Evening,Premium,171,$575.01 ,$3.36 ,CONTRACTED,37.33%,MEDIUM
HWCO,11/18/25,User_SIL_228,57,26,Suburban,Silver,92,4.11,Afternoon,Premium,58,$264.68 ,$4.56 ,STANDARD,45.61%,MEDIUM
HWCO,11/18/25,User_GLD_171,36,10,Rural,Gold,65,3.54,Night,Economy,53,$185.62 ,$3.50 ,STANDARD,27.78%,HIGH
HWCO,11/18/25,User_GLD_172,73,27,Rural,Gold,98,3.97,Evening,Economy,57,$251.16 ,$4.41 ,CUSTOM,36.99%,MEDIUM
HWCO,11/18/25,User_GLD_173,68,29,Rural,Gold,51,3.99,Evening,Economy,110,$299.69 ,$2.72 ,CONTRACTED,42.65%,MEDIUM
HWCO,11/18/25,User_GLD_174,25,9,Rural,Gold,11,3.58,Night,Economy,31,$92.66 ,$2.99 ,STANDARD,36.00%,MEDIUM
HWCO,11/18/25,User_REG_182,97,25,Urban,Regular,95,4.91,Night,Premium,101,$332.23 ,$3.29 ,CONTRACTED,25.77%,HIGH
HWCO,11/18/25,User_REG_183,30,7,Rural,Regular,85,3.74,Evening,Economy,44,$184.11 ,$4.18 ,STANDARD,23.33%,HIGH
HWCO,11/18/25,User_GLD_175,83,7,Suburban,Gold,24,4.9,Morning,Premium,24,$124.58 ,$5.19 ,STANDARD,8.43%,HIGH
HWCO,11/18/25,User_GLD_176,27,5,Rural,Gold,2,4.3,Evening,Economy,22,$60.98 ,$2.77 ,CONTRACTED,18.52%,HIGH
HWCO,11/18/25,User_GLD_177,58,21,Suburban,Gold,72,4.14,Afternoon,Economy,10,$35.89 ,$3.59 ,STANDARD,36.21%,MEDIUM
HWCO,11/18/25,User_GLD_178,32,15,Urban,Gold,67,3.76,Evening,Premium,23,$132.12 ,$5.74 ,STANDARD,46.88%,MEDIUM
HWCO,11/18/25,User_GLD_179,76,8,Urban,Gold,40,4.68,Afternoon,Economy,157,$561.58 ,$3.58 ,STANDARD,10.53%,HIGH
HWCO,11/18/25,User_REG_184,21,9,Suburban,Regular,38,4.54,Morning,Economy,179,$546.38 ,$3.05 ,STANDARD,42.86%,MEDIUM
HWCO,11/18/25,User_GLD_180,47,37,Urban,Gold,53,4.69,Night,Economy,41,$147.46 ,$3.60 ,STANDARD,78.72%,LOW
HWCO,11/18/25,User_REG_185,33,20,Suburban,Regular,97,4.13,Morning,Premium,169,$668.89 ,$3.96 ,CONTRACTED,60.61%,MEDIUM
HWCO,11/19/25,User_SIL_229,92,66,Rural,Silver,26,3.56,Evening,Economy,19,$62.07 ,$3.27 ,STANDARD,71.74%,LOW
HWCO,11/19/25,User_SIL_230,24,7,Rural,Silver,34,3.51,Afternoon,Premium,111,$477.74 ,$4.30 ,STANDARD,29.17%,HIGH
HWCO,11/19/25,User_GLD_181,75,9,Rural,Gold,71,4.06,Night,Economy,150,$411.01 ,$2.74 ,CONTRACTED,12.00%,HIGH
HWCO,11/19/25,User_GLD_182,89,76,Urban,Gold,35,4.8,Night,Premium,177,$650.30 ,$3.67 ,CONTRACTED,85.39%,LOW
HWCO,11/19/25,User_REG_186,67,20,Urban,Regular,42,4.13,Evening,Economy,68,$243.23 ,$3.58 ,STANDARD,29.85%,HIGH
HWCO,11/19/25,User_SIL_231,61,23,Suburban,Silver,51,4.73,Evening,Premium,150,$680.93 ,$4.54 ,STANDARD,37.70%,MEDIUM
HWCO,11/19/25,User_REG_187,80,67,Rural,Regular,80,4.74,Night,Economy,147,$432.31 ,$2.94 ,STANDARD,83.75%,LOW
HWCO,11/19/25,User_GLD_183,66,15,Suburban,Gold,62,4.59,Night,Economy,161,$720.73 ,$4.48 ,CUSTOM,22.73%,HIGH
HWCO,11/19/25,User_REG_188,39,12,Suburban,Regular,54,3.77,Morning,Premium,176,$510.45 ,$2.90 ,CONTRACTED,30.77%,HIGH
HWCO,11/19/25,User_REG_189,46,22,Urban,Regular,9,4.33,Morning,Economy,128,$522.80 ,$4.08 ,STANDARD,47.83%,MEDIUM
HWCO,11/19/25,User_SIL_232,89,74,Rural,Silver,41,4.89,Morning,Premium,115,$432.16 ,$3.76 ,CONTRACTED,83.15%,LOW
HWCO,11/19/25,User_GLD_184,60,16,Urban,Gold,56,4.33,Night,Premium,126,$382.46 ,$3.04 ,CONTRACTED,26.67%,HIGH
HWCO,11/19/25,User_REG_190,58,13,Rural,Regular,99,3.62,Morning,Premium,106,$351.44 ,$3.32 ,CONTRACTED,22.41%,HIGH
HWCO,11/19/25,User_SIL_233,68,16,Urban,Silver,93,4.44,Morning,Premium,154,$510.20 ,$3.31 ,CONTRACTED,23.53%,HIGH
HWCO,11/19/25,User_SIL_234,45,19,Suburban,Silver,71,3.72,Night,Economy,121,$313.93 ,$2.59 ,CONTRACTED,42.22%,MEDIUM
HWCO,11/19/25,User_GLD_185,91,61,Suburban,Gold,100,4.88,Night,Economy,101,$372.23 ,$3.69 ,STANDARD,67.03%,LOW
HWCO,11/19/25,User_REG_191,39,12,Urban,Regular,70,4.02,Morning,Premium,66,$314.47 ,$4.76 ,STANDARD,30.77%,HIGH
HWCO,11/19/25,User_GLD_186,97,9,Rural,Gold,58,4.32,Evening,Premium,142,$491.58 ,$3.46 ,CONTRACTED,9.28%,HIGH
HWCO,11/19/25,User_SIL_235,42,18,Suburban,Silver,39,3.94,Afternoon,Economy,128,$527.16 ,$4.12 ,STANDARD,42.86%,MEDIUM
HWCO,11/19/25,User_GLD_187,27,15,Urban,Gold,11,3.77,Evening,Economy,111,$432.85 ,$3.90 ,STANDARD,55.56%,MEDIUM
HWCO,11/19/25,User_REG_192,67,48,Rural,Regular,94,4.3,Evening,Premium,168,$544.60 ,$3.24 ,CONTRACTED,71.64%,LOW
HWCO,11/19/25,User_REG_193,69,51,Urban,Regular,75,3.57,Night,Premium,136,$470.18 ,$3.46 ,CONTRACTED,73.91%,LOW
HWCO,11/19/25,User_REG_194,69,47,Urban,Regular,65,4.22,Night,Economy,18,$53.54 ,$2.97 ,STANDARD,68.12%,LOW
HWCO,11/19/25,User_GLD_188,93,18,Suburban,Gold,34,3.54,Afternoon,Economy,80,$352.07 ,$4.40 ,CUSTOM,19.35%,HIGH
HWCO,11/19/25,User_REG_195,84,74,Suburban,Regular,7,4.4,Afternoon,Premium,101,$396.37 ,$3.92 ,CONTRACTED,88.10%,LOW
HWCO,11/19/25,User_GLD_189,96,48,Urban,Gold,41,4.39,Morning,Economy,130,$367.78 ,$2.83 ,CONTRACTED,50.00%,MEDIUM
HWCO,11/19/25,User_GLD_190,30,13,Suburban,Gold,72,4.18,Night,Premium,113,$352.94 ,$3.12 ,CONTRACTED,43.33%,MEDIUM
HWCO,11/19/25,User_REG_196,60,48,Suburban,Regular,15,4.06,Morning,Economy,78,$339.11 ,$4.35 ,CUSTOM,80.00%,LOW
HWCO,11/19/25,User_REG_197,72,39,Urban,Regular,39,3.77,Night,Premium,115,$347.90 ,$3.03 ,CONTRACTED,54.17%,MEDIUM
HWCO,11/19/25,User_REG_198,31,13,Suburban,Regular,82,4.63,Morning,Economy,108,$469.25 ,$4.34 ,CUSTOM,41.94%,MEDIUM
HWCO,11/19/25,User_SIL_236,71,13,Rural,Silver,60,4.3,Night,Premium,62,$213.84 ,$3.45 ,CONTRACTED,18.31%,HIGH
HWCO,11/19/25,User_SIL_237,91,61,Rural,Silver,86,4.44,Morning,Premium,129,$567.54 ,$4.40 ,STANDARD,67.03%,LOW
HWCO,11/19/25,User_GLD_191,91,60,Rural,Gold,2,3.53,Evening,Premium,107,$492.18 ,$4.60 ,STANDARD,65.93%,MEDIUM
HWCO,11/20/25,User_SIL_238,32,6,Urban,Silver,13,4.75,Afternoon,Economy,53,$173.89 ,$3.28 ,STANDARD,18.75%,HIGH
HWCO,11/20/25,User_GLD_192,23,10,Suburban,Gold,47,4.84,Evening,Economy,125,$418.11 ,$3.34 ,STANDARD,43.48%,MEDIUM
HWCO,11/20/25,User_SIL_239,61,47,Suburban,Silver,100,4.58,Night,Premium,157,$658.30 ,$4.19 ,STANDARD,77.05%,LOW
HWCO,11/20/25,User_REG_199,57,40,Urban,Regular,78,3.62,Afternoon,Economy,171,$764.60 ,$4.47 ,CUSTOM,70.18%,LOW
HWCO,11/20/25,User_GLD_193,89,70,Suburban,Gold,86,4.51,Afternoon,Economy,90,$384.21 ,$4.27 ,CUSTOM,78.65%,LOW
HWCO,11/20/25,User_GLD_194,64,45,Rural,Gold,22,3.96,Night,Premium,118,$404.60 ,$3.43 ,CONTRACTED,70.31%,LOW
HWCO,11/20/25,User_REG_200,91,29,Urban,Regular,82,3.73,Afternoon,Premium,90,$446.82 ,$4.96 ,STANDARD,31.87%,HIGH
HWCO,11/20/25,User_GLD_195,91,53,Suburban,Gold,67,4.56,Night,Economy,50,$158.11 ,$3.16 ,STANDARD,58.24%,MEDIUM
HWCO,11/20/25,User_REG_201,69,37,Suburban,Regular,47,4.39,Evening,Premium,60,$284.24 ,$4.74 ,STANDARD,53.62%,MEDIUM
HWCO,11/20/25,User_REG_202,71,61,Suburban,Regular,79,3.85,Afternoon,Economy,147,$591.30 ,$4.02 ,STANDARD,85.92%,LOW
HWCO,11/20/25,User_SIL_240,38,7,Rural,Silver,28,3.85,Evening,Economy,12,$36.00 ,$3.00 ,STANDARD,18.42%,HIGH
HWCO,11/20/25,User_REG_203,100,32,Suburban,Regular,67,3.94,Evening,Premium,162,$581.14 ,$3.59 ,CONTRACTED,32.00%,HIGH
HWCO,11/20/25,User_GLD_196,65,51,Suburban,Gold,97,4.81,Night,Premium,144,$588.14 ,$4.08 ,STANDARD,78.46%,LOW
HWCO,11/20/25,User_REG_204,73,38,Urban,Regular,91,4.23,Evening,Premium,86,$400.27 ,$4.65 ,STANDARD,52.05%,MEDIUM
HWCO,11/20/25,User_REG_205,56,25,Suburban,Regular,87,3.73,Evening,Premium,172,$575.41 ,$3.35 ,CONTRACTED,44.64%,MEDIUM
HWCO,11/20/25,User_SIL_241,75,55,Rural,Silver,80,4.7,Morning,Economy,69,$190.98 ,$2.77 ,CONTRACTED,73.33%,LOW
HWCO,11/20/25,User_REG_206,97,21,Urban,Regular,43,3.79,Afternoon,Premium,106,$398.16 ,$3.76 ,CONTRACTED,21.65%,HIGH
HWCO,11/20/25,User_REG_207,94,71,Rural,Regular,48,4.73,Night,Premium,169,$770.87 ,$4.56 ,STANDARD,75.53%,LOW
HWCO,11/20/25,User_SIL_242,53,22,Urban,Silver,28,4.99,Afternoon,Premium,64,$211.08 ,$3.30 ,CONTRACTED,41.51%,MEDIUM
HWCO,11/20/25,User_SIL_243,81,8,Rural,Silver,78,4.8,Afternoon,Premium,141,$618.43 ,$4.39 ,STANDARD,9.88%,HIGH
HWCO,11/20/25,User_SIL_244,47,34,Rural,Silver,87,3.53,Morning,Premium,170,$739.23 ,$4.35 ,STANDARD,72.34%,LOW
HWCO,11/20/25,User_REG_208,80,48,Suburban,Regular,13,4.44,Night,Economy,35,$128.74 ,$3.68 ,STANDARD,60.00%,MEDIUM
HWCO,11/20/25,User_GLD_197,75,55,Rural,Gold,54,4.73,Night,Premium,145,$584.49 ,$4.03 ,CONTRACTED,73.33%,LOW
HWCO,11/20/25,User_SIL_245,89,12,Urban,Silver,42,4.73,Afternoon,Economy,102,$328.31 ,$3.22 ,STANDARD,13.48%,HIGH
HWCO,11/20/25,User_GLD_198,30,13,Rural,Gold,8,4.1,Afternoon,Economy,94,$274.68 ,$2.92 ,STANDARD,43.33%,MEDIUM
HWCO,11/20/25,User_GLD_199,64,5,Rural,Gold,91,4.34,Evening,Premium,21,$108.24 ,$5.15 ,STANDARD,7.81%,HIGH
HWCO,11/20/25,User_GLD_200,55,29,Suburban,Gold,92,4.85,Morning,Economy,44,$181.78 ,$4.13 ,STANDARD,52.73%,MEDIUM
HWCO,11/20/25,User_GLD_201,94,76,Suburban,Gold,26,4.7,Morning,Premium,94,$405.32 ,$4.31 ,STANDARD,80.85%,LOW
HWCO,11/20/25,User_GLD_202,53,28,Urban,Gold,6,3.67,Evening,Economy,178,$775.79 ,$4.36 ,CUSTOM,52.83%,MEDIUM
HWCO,11/20/25,User_REG_209,29,7,Suburban,Regular,68,3.98,Morning,Economy,114,$289.13 ,$2.54 ,CONTRACTED,24.14%,HIGH
HWCO,11/20/25,User_SIL_246,29,17,Urban,Silver,76,3.61,Morning,Economy,166,$674.13 ,$4.06 ,STANDARD,58.62%,MEDIUM
HWCO,11/20/25,User_SIL_247,75,42,Suburban,Silver,38,4.25,Afternoon,Economy,146,$479.12 ,$3.28 ,STANDARD,56.00%,MEDIUM
HWCO,11/20/25,User_REG_210,74,53,Suburban,Regular,60,3.93,Night,Economy,162,$676.44 ,$4.18 ,STANDARD,71.62%,LOW
HWCO,11/21/25,User_SIL_248,89,75,Urban,Silver,10,4.91,Evening,Economy,16,$54.45 ,$3.40 ,STANDARD,84.27%,LOW
HWCO,11/21/25,User_GLD_203,29,13,Suburban,Gold,44,4.29,Evening,Premium,87,$267.74 ,$3.08 ,CONTRACTED,44.83%,MEDIUM
HWCO,11/21/25,User_SIL_249,40,20,Rural,Silver,45,4.42,Evening,Premium,130,$445.48 ,$3.43 ,CONTRACTED,50.00%,MEDIUM
HWCO,11/21/25,User_REG_211,79,11,Urban,Regular,1,4.35,Night,Premium,45,$210.26 ,$4.67 ,STANDARD,13.92%,HIGH
HWCO,11/21/25,User_GLD_204,98,87,Urban,Gold,87,4.28,Afternoon,Premium,170,$603.85 ,$3.55 ,CONTRACTED,88.78%,LOW
HWCO,11/21/25,User_REG_212,95,76,Urban,Regular,74,4.39,Night,Economy,118,$464.99 ,$3.94 ,STANDARD,80.00%,LOW
HWCO,11/21/25,User_GLD_205,79,13,Rural,Gold,67,4.05,Evening,Premium,151,$514.94 ,$3.41 ,CONTRACTED,16.46%,HIGH
HWCO,11/21/25,User_REG_213,38,22,Suburban,Regular,18,4.17,Night,Premium,121,$450.54 ,$3.72 ,CONTRACTED,57.89%,MEDIUM
HWCO,11/21/25,User_SIL_250,83,41,Suburban,Silver,48,3.64,Evening,Economy,176,$741.34 ,$4.21 ,CUSTOM,49.40%,MEDIUM
HWCO,11/21/25,User_REG_214,59,24,Suburban,Regular,40,4,Afternoon,Premium,147,$631.63 ,$4.30 ,STANDARD,40.68%,MEDIUM
HWCO,11/21/25,User_REG_215,51,11,Suburban,Regular,72,3.62,Afternoon,Economy,16,$71.21 ,$4.45 ,CUSTOM,21.57%,HIGH
HWCO,11/21/25,User_SIL_251,64,46,Rural,Silver,51,5,Evening,Premium,29,$144.60 ,$4.99 ,STANDARD,71.88%,LOW
HWCO,11/21/25,User_REG_216,30,6,Rural,Regular,93,3.81,Evening,Economy,129,$505.92 ,$3.92 ,STANDARD,20.00%,HIGH
HWCO,11/21/25,User_REG_217,60,15,Suburban,Regular,95,4.84,Afternoon,Economy,180,$726.33 ,$4.04 ,STANDARD,25.00%,HIGH
HWCO,11/21/25,User_REG_218,75,51,Rural,Regular,17,4.83,Afternoon,Premium,79,$283.41 ,$3.59 ,CONTRACTED,68.00%,LOW
HWCO,11/21/25,User_REG_219,25,15,Suburban,Regular,88,4.68,Afternoon,Premium,31,$148.19 ,$4.78 ,STANDARD,60.00%,MEDIUM
HWCO,11/21/25,User_GLD_206,46,31,Suburban,Gold,67,3.53,Morning,Economy,61,$158.59 ,$2.60 ,CONTRACTED,67.39%,LOW
HWCO,11/21/25,User_REG_220,48,11,Urban,Regular,86,3.55,Night,Economy,15,$57.89 ,$3.86 ,STANDARD,22.92%,HIGH
HWCO,11/21/25,User_GLD_207,51,6,Rural,Gold,64,4.57,Morning,Economy,34,$142.56 ,$4.19 ,STANDARD,11.76%,HIGH
HWCO,11/21/25,User_GLD_208,68,23,Suburban,Gold,96,4.77,Morning,Economy,105,$359.13 ,$3.42 ,STANDARD,33.82%,HIGH
HWCO,11/21/25,User_SIL_252,89,8,Suburban,Silver,18,3.83,Morning,Economy,121,$407.55 ,$3.37 ,STANDARD,8.99%,HIGH
HWCO,11/21/25,User_REG_221,84,55,Suburban,Regular,1,4.47,Afternoon,Economy,146,$487.40 ,$3.34 ,STANDARD,65.48%,MEDIUM
HWCO,11/21/25,User_REG_222,50,8,Rural,Regular,25,3.8,Evening,Premium,13,$89.61 ,$6.89 ,STANDARD,16.00%,HIGH
HWCO,11/21/25,User_GLD_209,99,40,Urban,Gold,26,4.83,Evening,Premium,151,$510.66 ,$3.38 ,CONTRACTED,40.40%,MEDIUM
HWCO,11/21/25,User_GLD_210,21,9,Urban,Gold,91,4.82,Morning,Economy,47,$171.63 ,$3.65 ,STANDARD,42.86%,MEDIUM
HWCO,11/21/25,User_SIL_253,53,19,Suburban,Silver,54,3.84,Evening,Economy,132,$520.57 ,$3.94 ,STANDARD,35.85%,MEDIUM
HWCO,11/21/25,User_GLD_211,60,16,Urban,Gold,68,4.23,Night,Economy,108,$458.10 ,$4.24 ,CUSTOM,26.67%,HIGH
HWCO,11/21/25,User_SIL_254,32,22,Suburban,Silver,9,4.68,Night,Premium,135,$530.15 ,$3.93 ,CONTRACTED,68.75%,LOW
HWCO,11/21/25,User_REG_223,51,25,Rural,Regular,21,4.43,Evening,Premium,38,$200.26 ,$5.27 ,STANDARD,49.02%,MEDIUM
HWCO,11/21/25,User_REG_224,22,5,Urban,Regular,75,4.39,Night,Premium,19,$128.02 ,$6.74 ,STANDARD,22.73%,HIGH
HWCO,11/21/25,User_REG_225,21,7,Rural,Regular,6,4.96,Afternoon,Premium,180,$836.12 ,$4.65 ,STANDARD,33.33%,HIGH
HWCO,11/21/25,User_SIL_255,55,21,Rural,Silver,49,4.59,Morning,Economy,111,$471.09 ,$4.24 ,CUSTOM,38.18%,MEDIUM
HWCO,11/21/25,User_GLD_212,42,31,Rural,Gold,32,4.75,Night,Economy,12,$50.64 ,$4.22 ,CUSTOM,73.81%,LOW
HWCO,11/22/25,User_SIL_256,86,26,Rural,Silver,31,3.69,Afternoon,Economy,85,$263.16 ,$3.10 ,STANDARD,30.23%,HIGH
